timestamp,dataset,prompt_id,prompt,corpus_prompt_id,corpus_prompt,score,error
2026-02-20T16:25:49.437920,LegalQuAD,gen3_q00,Directly obtain evidence for: {text},gen3_c12,Legal context: {text},0.6393,
2026-02-20T16:25:51.128101,LegalQuAD,gen3_q00,Directly obtain evidence for: {text},gen3_c13,Canonical legal passage: {text},0.64003,
2026-02-20T16:25:53.662467,LegalQuAD,gen3_q00,Directly obtain evidence for: {text},gen3_c14,Core jurisprudential text: {text},0.63902,
2026-02-20T16:25:54.297100,LegalQuAD,gen3_q00,Directly obtain evidence for: {text},gen3_c15,Statute excerpt: {text},0.64013,
2026-02-20T16:25:55.711423,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c00,Directly relevant legal provision: {text},0.66727,
2026-02-20T16:25:58.185615,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c01,Applicable legal framework: {text},0.67066,
2026-02-20T16:26:10.393024,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c02,Pertinent legal documentation: {text},0.67304,
2026-02-20T16:26:12.188147,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c03,Essential context from legal text: {text},0.67385,
2026-02-20T16:26:14.294598,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c04,Direct statutory interpretation: {text},0.66643,
2026-02-20T16:26:14.983274,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c05,Regulatory passage: {text},0.66264,
2026-02-20T16:26:16.575335,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c06,Key legal validation segment: {text},0.66993,
2026-02-20T16:26:19.039696,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c07,Judicial guidance: {text},0.67453,
2026-02-20T16:26:31.046115,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c08,Instructional legal excerpt: {text},0.67063,
2026-02-20T16:26:32.866804,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c09,Definitive law extract: {text},0.6685,
2026-02-20T16:26:34.827715,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c10,Judicious excerpt: {text},0.67301,
2026-02-20T16:26:35.579228,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c11,Critical legal paragraph: {text},0.67475,
2026-02-20T16:26:37.508694,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c12,Legal context: {text},0.67279,
2026-02-20T16:26:40.004527,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c13,Canonical legal passage: {text},0.67477,
2026-02-20T16:26:52.343884,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c14,Core jurisprudential text: {text},0.67896,
2026-02-20T16:26:53.936844,LegalQuAD,gen3_q01,Legal understanding required for: {text},gen3_c15,Statute excerpt: {text},0.66367,
2026-02-20T16:26:56.094711,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c00,Directly relevant legal provision: {text},0.66752,
2026-02-20T16:26:56.921747,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c01,Applicable legal framework: {text},0.66891,
2026-02-20T16:26:58.497784,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c02,Pertinent legal documentation: {text},0.66334,
2026-02-20T16:27:01.377735,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c03,Essential context from legal text: {text},0.67588,
2026-02-20T16:27:13.384067,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c04,Direct statutory interpretation: {text},0.66698,
2026-02-20T16:27:14.744589,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c05,Regulatory passage: {text},0.66504,
2026-02-20T16:27:16.717411,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c06,Key legal validation segment: {text},0.66903,
2026-02-20T16:27:17.591140,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c07,Judicial guidance: {text},0.66931,
2026-02-20T16:27:19.138622,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c08,Instructional legal excerpt: {text},0.67299,
2026-02-20T16:27:22.530455,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c09,Definitive law extract: {text},0.67173,
2026-02-20T16:27:34.022883,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c10,Judicious excerpt: {text},0.67642,
2026-02-20T16:27:35.529429,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c11,Critical legal paragraph: {text},0.66765,
2026-02-20T16:27:37.665737,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c12,Legal context: {text},0.66801,
2026-02-20T16:27:38.368590,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c13,Canonical legal passage: {text},0.67316,
2026-02-20T16:27:40.133668,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c14,Core jurisprudential text: {text},0.67612,
2026-02-20T16:27:43.394039,LegalQuAD,gen3_q02,Important legal context for: {text},gen3_c15,Statute excerpt: {text},0.66845,
2026-02-20T16:27:54.760242,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c00,Directly relevant legal provision: {text},0.66719,
2026-02-20T16:27:56.607544,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c01,Applicable legal framework: {text},0.66493,
2026-02-20T16:27:58.261231,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c02,Pertinent legal documentation: {text},0.66444,
2026-02-20T16:27:59.406955,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c03,Essential context from legal text: {text},0.67437,
2026-02-20T16:28:00.765069,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c04,Direct statutory interpretation: {text},0.66382,
2026-02-20T16:28:04.259650,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c05,Regulatory passage: {text},0.65718,
2026-02-20T16:28:15.466673,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c06,Key legal validation segment: {text},0.66464,
2026-02-20T16:28:17.377119,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c07,Judicial guidance: {text},0.66391,
2026-02-20T16:28:19.518290,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c08,Instructional legal excerpt: {text},0.67404,
2026-02-20T16:28:20.125549,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c09,Definitive law extract: {text},0.67211,
2026-02-20T16:28:21.525796,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c10,Judicious excerpt: {text},0.67169,
2026-02-20T16:28:25.207386,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c11,Critical legal paragraph: {text},0.66823,
2026-02-20T16:28:36.264058,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c12,Legal context: {text},0.66728,
2026-02-20T16:28:38.187132,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c13,Canonical legal passage: {text},0.66769,
2026-02-20T16:28:40.032083,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c14,Core jurisprudential text: {text},0.67436,
2026-02-20T16:28:40.867527,LegalQuAD,gen3_q03,Identify applicable laws concerning: {text},gen3_c15,Statute excerpt: {text},0.66289,
2026-02-20T16:28:42.237395,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c00,Directly relevant legal provision: {text},0.67022,
2026-02-20T16:28:45.989914,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c01,Applicable legal framework: {text},0.67436,
2026-02-20T16:28:56.976713,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c02,Pertinent legal documentation: {text},0.66767,
2026-02-20T16:28:58.975884,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c03,Essential context from legal text: {text},0.68774,
2026-02-20T16:29:00.607592,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c04,Direct statutory interpretation: {text},0.66953,
2026-02-20T16:29:01.617700,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c05,Regulatory passage: {text},0.66882,
2026-02-20T16:29:02.923023,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c06,Key legal validation segment: {text},0.67002,
2026-02-20T16:29:06.913504,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c07,Judicial guidance: {text},0.67194,
2026-02-20T16:29:18.027589,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c08,Instructional legal excerpt: {text},0.68637,
2026-02-20T16:29:20.134161,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c09,Definitive law extract: {text},0.67441,
2026-02-20T16:29:21.576220,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c10,Judicious excerpt: {text},0.67938,
2026-02-20T16:29:22.665194,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c11,Critical legal paragraph: {text},0.67733,
2026-02-20T16:29:24.029776,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c12,Legal context: {text},0.67526,
2026-02-20T16:29:28.131581,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c13,Canonical legal passage: {text},0.67816,
2026-02-20T16:29:38.701987,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c14,Core jurisprudential text: {text},0.68859,
2026-02-20T16:29:40.942284,LegalQuAD,gen3_q04,Relevant statutes include: {text},gen3_c15,Statute excerpt: {text},0.6699,
2026-02-20T16:29:42.124072,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c00,Directly relevant legal provision: {text},0.63451,
2026-02-20T16:29:43.434177,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c01,Applicable legal framework: {text},0.63406,
2026-02-20T16:29:44.697542,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c02,Pertinent legal documentation: {text},0.63606,
2026-02-20T16:29:49.396210,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c03,Essential context from legal text: {text},0.65555,
2026-02-20T16:29:59.411427,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c04,Direct statutory interpretation: {text},0.63109,
2026-02-20T16:30:01.751892,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c05,Regulatory passage: {text},0.63554,
2026-02-20T16:30:02.713284,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c06,Key legal validation segment: {text},0.63993,
2026-02-20T16:30:04.087645,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c07,Judicial guidance: {text},0.63044,
2026-02-20T16:30:05.329752,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c08,Instructional legal excerpt: {text},0.64224,
2026-02-20T16:30:10.278059,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c09,Definitive law extract: {text},0.63778,
2026-02-20T16:30:20.079100,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c10,Judicious excerpt: {text},0.64328,
2026-02-20T16:30:22.567301,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c11,Critical legal paragraph: {text},0.63959,
2026-02-20T16:30:23.386242,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c12,Legal context: {text},0.64195,
2026-02-20T16:30:24.762516,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c13,Canonical legal passage: {text},0.64079,
2026-02-20T16:30:25.920976,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c14,Core jurisprudential text: {text},0.64755,
2026-02-20T16:30:31.238393,LegalQuAD,gen3_q05,Explore essential legal references for: {text},gen3_c15,Statute excerpt: {text},0.64112,
2026-02-20T16:30:40.764573,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c00,Directly relevant legal provision: {text},0.61612,
2026-02-20T16:30:43.410211,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c01,Applicable legal framework: {text},0.61698,
2026-02-20T16:30:44.040868,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c02,Pertinent legal documentation: {text},0.62209,
2026-02-20T16:30:45.439558,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c03,Essential context from legal text: {text},0.63687,
2026-02-20T16:30:46.631945,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c04,Direct statutory interpretation: {text},0.61919,
2026-02-20T16:30:52.218806,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c05,Regulatory passage: {text},0.62575,
2026-02-20T16:31:01.502852,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c06,Key legal validation segment: {text},0.62476,
2026-02-20T16:31:04.172035,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c07,Judicial guidance: {text},0.62413,
2026-02-20T16:31:05.004158,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c08,Instructional legal excerpt: {text},0.63205,
2026-02-20T16:31:06.241725,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c09,Definitive law extract: {text},0.63022,
2026-02-20T16:31:07.307814,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c10,Judicious excerpt: {text},0.63033,
2026-02-20T16:31:13.092808,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c11,Critical legal paragraph: {text},0.6336,
2026-02-20T16:31:22.258356,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c12,Legal context: {text},0.63104,
2026-02-20T16:31:25.071988,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c13,Canonical legal passage: {text},0.63652,
2026-02-20T16:31:25.683417,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c14,Core jurisprudential text: {text},0.63371,
2026-02-20T16:31:27.058729,LegalQuAD,gen3_q06,Confirm legal frameworks for: {text},gen3_c15,Statute excerpt: {text},0.62774,
2026-02-20T16:31:28.029459,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c00,Directly relevant legal provision: {text},0.65184,
2026-02-20T16:31:34.001851,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c01,Applicable legal framework: {text},0.65015,
2026-02-20T16:31:43.269072,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c02,Pertinent legal documentation: {text},0.65253,
2026-02-20T16:31:46.136525,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c03,Essential context from legal text: {text},0.64904,
2026-02-20T16:31:46.680021,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c04,Direct statutory interpretation: {text},0.65706,
2026-02-20T16:31:48.058576,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c05,Regulatory passage: {text},0.64675,
2026-02-20T16:31:49.042393,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c06,Key legal validation segment: {text},0.65536,
2026-02-20T16:31:55.276604,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c07,Judicial guidance: {text},0.6538,
2026-02-20T16:32:03.818465,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c08,Instructional legal excerpt: {text},0.65243,
2026-02-20T16:32:06.946840,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c09,Definitive law extract: {text},0.65556,
2026-02-20T16:32:07.426992,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c10,Judicious excerpt: {text},0.65497,
2026-02-20T16:32:08.781663,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c11,Critical legal paragraph: {text},0.6528,
2026-02-20T16:32:09.760060,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c12,Legal context: {text},0.65485,
2026-02-20T16:32:16.151373,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c13,Canonical legal passage: {text},0.65533,
2026-02-20T16:32:24.514282,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c14,Core jurisprudential text: {text},0.6536,
2026-02-20T16:32:27.775705,LegalQuAD,gen3_q07,Review pertinent legal standards for: {text},gen3_c15,Statute excerpt: {text},0.64644,
2026-02-20T16:32:28.215806,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c00,Directly relevant legal provision: {text},0.57073,
2026-02-20T16:32:29.496431,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c01,Applicable legal framework: {text},0.56733,
2026-02-20T16:32:30.557280,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c02,Pertinent legal documentation: {text},0.56342,
2026-02-20T16:32:37.053624,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c03,Essential context from legal text: {text},0.5995,
2026-02-20T16:32:45.133993,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c04,Direct statutory interpretation: {text},0.5609,
2026-02-20T16:32:48.599981,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c05,Regulatory passage: {text},0.55491,
2026-02-20T16:32:48.906039,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c06,Key legal validation segment: {text},0.56216,
2026-02-20T16:32:50.177905,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c07,Judicial guidance: {text},0.56647,
2026-02-20T16:32:51.198093,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c08,Instructional legal excerpt: {text},0.59119,
2026-02-20T16:32:57.860100,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c09,Definitive law extract: {text},0.56604,
2026-02-20T16:33:05.787056,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c10,Judicious excerpt: {text},0.57878,
2026-02-20T16:33:09.358490,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c11,Critical legal paragraph: {text},0.575,
2026-02-20T16:33:09.481633,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c12,Legal context: {text},0.56968,
2026-02-20T16:33:11.027100,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c13,Canonical legal passage: {text},0.58236,
2026-02-20T16:33:11.872427,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c14,Core jurisprudential text: {text},0.57932,
2026-02-20T16:33:18.745728,LegalQuAD,gen3_q08,Surface directly applicable content for: {text},gen3_c15,Statute excerpt: {text},0.5867,
2026-02-20T16:33:26.414596,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c00,Directly relevant legal provision: {text},0.65339,
2026-02-20T16:33:30.079573,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c02,Pertinent legal documentation: {text},0.65755,
2026-02-20T16:33:30.129470,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c01,Applicable legal framework: {text},0.65543,
2026-02-20T16:33:31.767993,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c03,Essential context from legal text: {text},0.67139,
2026-02-20T16:33:32.536838,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c04,Direct statutory interpretation: {text},0.65756,
2026-02-20T16:33:39.580254,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c05,Regulatory passage: {text},0.65402,
2026-02-20T16:33:47.113536,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c06,Key legal validation segment: {text},0.65878,
2026-02-20T16:33:50.705424,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c07,Judicial guidance: {text},0.65772,
2026-02-20T16:33:50.869287,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c08,Instructional legal excerpt: {text},0.66045,
2026-02-20T16:33:52.419185,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c09,Definitive law extract: {text},0.65542,
2026-02-20T16:33:53.119175,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c10,Judicious excerpt: {text},0.66096,
2026-02-20T16:34:00.495037,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c11,Critical legal paragraph: {text},0.66172,
2026-02-20T16:34:08.112941,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c12,Legal context: {text},0.66151,
2026-02-20T16:34:11.632977,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c13,Canonical legal passage: {text},0.66136,
2026-02-20T16:34:11.954107,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c14,Core jurisprudential text: {text},0.65921,
2026-02-20T16:34:13.403439,LegalQuAD,gen3_q09,Assess legal validity of: {text},gen3_c15,Statute excerpt: {text},0.65562,
2026-02-20T16:34:14.249628,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c00,Directly relevant legal provision: {text},0.68951,
2026-02-20T16:34:21.670741,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c01,Applicable legal framework: {text},0.68547,
2026-02-20T16:34:28.727945,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c02,Pertinent legal documentation: {text},0.68221,
2026-02-20T16:34:32.252059,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c03,Essential context from legal text: {text},0.69121,
2026-02-20T16:34:32.734193,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c04,Direct statutory interpretation: {text},0.68458,
2026-02-20T16:34:34.241476,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c05,Regulatory passage: {text},0.67864,
2026-02-20T16:34:34.914875,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c06,Key legal validation segment: {text},0.69016,
2026-02-20T16:34:42.533881,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c07,Judicial guidance: {text},0.68617,
2026-02-20T16:34:49.435708,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c08,Instructional legal excerpt: {text},0.69284,
2026-02-20T16:34:52.814810,LegalQuAD,gen3_q10,"Given a legal question, locate textual evidence: {text}",gen3_c09,Definitive law extract: {text},0.68292,
2026-02-20T16:34:53.548752,LegalQuAD,gen3_q11,{text},gen3_c00,Directly relevant legal provision: {text},0.69661,
2026-02-20T16:34:54.993184,LegalQuAD,gen3_q11,{text},gen3_c01,Applicable legal framework: {text},0.69922,
2026-02-20T16:34:55.580775,LegalQuAD,gen3_q11,{text},gen3_c02,Pertinent legal documentation: {text},0.69797,
2026-02-20T16:35:03.306588,LegalQuAD,gen3_q11,{text},gen3_c03,Essential context from legal text: {text},0.70614,
2026-02-20T16:35:10.266558,LegalQuAD,gen3_q11,{text},gen3_c04,Direct statutory interpretation: {text},0.69434,
2026-02-20T16:35:13.413986,LegalQuAD,gen3_q11,{text},gen3_c05,Regulatory passage: {text},0.69247,
2026-02-20T16:35:14.259712,LegalQuAD,gen3_q11,{text},gen3_c06,Key legal validation segment: {text},0.69761,
2026-02-20T16:35:15.730663,LegalQuAD,gen3_q11,{text},gen3_c07,Judicial guidance: {text},0.69805,
2026-02-20T16:35:16.217228,LegalQuAD,gen3_q11,{text},gen3_c08,Instructional legal excerpt: {text},0.70006,
2026-02-20T16:35:24.142932,LegalQuAD,gen3_q11,{text},gen3_c09,Definitive law extract: {text},0.70151,
2026-02-20T16:35:31.036538,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c00,Directly relevant legal provision: {text},0.68509,
2026-02-20T16:35:34.015516,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c01,Applicable legal framework: {text},0.68481,
2026-02-20T16:35:35.056512,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c02,Pertinent legal documentation: {text},0.68747,
2026-02-20T16:35:36.441566,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c03,Essential context from legal text: {text},0.68709,
2026-02-20T16:35:36.891687,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c04,Direct statutory interpretation: {text},0.6844,
2026-02-20T16:35:45.008971,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c05,Regulatory passage: {text},0.68315,
2026-02-20T16:35:51.685910,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c06,Key legal validation segment: {text},0.6918,
2026-02-20T16:35:54.601419,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c07,Judicial guidance: {text},0.68373,
2026-02-20T16:35:55.797064,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c08,Instructional legal excerpt: {text},0.68627,
2026-02-20T16:35:57.037444,LegalQuAD,gen3_q12,Explore legal context for: {text},gen3_c09,Definitive law extract: {text},0.68672,
2026-02-20T16:37:08.098696,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c02,Immediate legal reference: {text},0.63221,
2026-02-20T16:37:09.677808,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c05,Best-matched legal text: {text},0.64208,
2026-02-20T16:37:11.262011,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c03,Core legal principles: {text},0.63738,
2026-02-20T16:37:13.117831,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c01,Essential legal insights: {text},0.63593,
2026-02-20T16:37:14.662175,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c04,Direct legal foundation: {text},0.63223,
2026-02-20T16:37:16.403257,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c00,Directly applicable legal content: {text},0.62872,
2026-02-20T16:37:28.719823,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c06,Immediate statutory reference: {text},0.63389,
2026-02-20T16:37:30.647940,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c07,Key legislative passage: {text},0.63809,
2026-02-20T16:37:32.222468,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c08,Foundational legal content: {text},0.62526,
2026-02-20T16:37:34.562628,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c09,Crucial legal clause: {text},0.63629,
2026-02-20T16:37:35.324288,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c10,Judicious excerpt: {text},0.6335,
2026-02-20T16:37:37.411517,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c11,Canonical legal passage: {text},0.63745,
2026-02-20T16:37:49.793383,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c12,Judicial authority text: {text},0.63686,
2026-02-20T16:37:51.596386,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c13,Instructional legal excerpt: {text},0.63941,
2026-02-20T16:37:53.238638,LegalQuAD,gen4_q00,Extract directly relevant legal content for: {text},gen4_c14,Essential context from legal text: {text},0.65094,
2026-02-20T16:37:55.549572,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c00,Directly applicable legal content: {text},0.64526,
2026-02-20T16:37:56.368969,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c01,Essential legal insights: {text},0.64032,
2026-02-20T16:37:57.997976,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c02,Immediate legal reference: {text},0.63559,
2026-02-20T16:38:10.530403,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c03,Core legal principles: {text},0.64002,
2026-02-20T16:38:12.216093,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c04,Direct legal foundation: {text},0.63947,
2026-02-20T16:38:14.222630,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c05,Best-matched legal text: {text},0.65093,
2026-02-20T16:38:16.961649,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c06,Immediate statutory reference: {text},0.64071,
2026-02-20T16:38:17.144580,LegalQuAD,gen4_q01,Directly applicable statutes needed for: {text},gen4_c07,Key legislative passage: {text},0.64752,
